TeD,TrD1,TrD2,TrD3,TrD4,TrD5,TrD6,TrD7,TrD8,model,score
TeD4,1,1,0,1,0,0,1,0,M1,0.488778550148957
TeD4,1,1,1,0,0,0,0,0,M1,0.413505461767627
TeD4,0,1,0,0,0,0,0,1,M1,0.505461767626614
TeD4,1,0,1,1,1,1,0,0,M1,0.504667328699106
TeD4,1,1,1,1,1,0,1,1,M1,0.526713008937438
TeD4,0,0,1,1,0,1,1,1,M1,0.519563058589871
TeD4,1,0,1,1,1,1,1,1,M1,0.525918570009931
TeD4,0,1,0,0,0,1,0,1,M1,0.516385302879841
TeD4,1,0,1,1,1,0,1,0,M1,0.518768619662363
TeD4,1,0,1,0,1,1,0,1,M1,0.527507447864945
TeD4,1,1,1,1,1,1,0,1,M1,0.532671300893744
TeD4,1,0,1,1,0,0,1,0,M1,0.498510427010924
TeD4,1,0,0,1,1,0,1,0,M1,0.543594836146971
TeD4,1,1,1,0,0,1,1,1,M1,0.509235352532274
TeD4,1,1,0,1,0,0,1,1,M1,0.525918570009931
TeD4,0,1,0,1,1,0,1,1,M1,0.541410129096326
TeD4,1,1,1,1,0,0,0,0,M1,0.451439920556107
TeD4,1,1,1,0,0,0,0,1,M1,0.495332671300894
TeD4,1,0,1,1,1,1,0,1,M1,0.532075471698113
TeD4,0,1,0,0,0,0,1,0,M1,0.459582919563059
TeD4,0,1,0,1,1,1,1,1,M1,0.542999006951341
TeD4,0,1,1,0,0,1,0,0,M1,0.441310824230387
TeD4,1,0,0,1,1,0,0,1,M1,0.513008937437935
TeD4,1,1,1,0,1,0,1,1,M1,0.539424031777557
TeD4,0,1,0,0,0,1,0,0,M1,0.408540218470705
TeD4,1,0,1,1,0,0,1,1,M1,0.554518371400199
TeD4,1,1,0,1,1,0,1,1,M1,0.519761668321748
TeD4,1,1,0,0,1,1,1,1,M1,0.511618669314797
TeD4,1,1,1,1,1,1,1,0,M1,0.531479642502483
TeD4,1,0,1,0,1,1,1,0,M1,0.522939424031778
TeD4,1,0,0,1,1,1,0,0,M1,0.533664349553128
TeD4,1,1,1,0,1,1,0,1,M1,0.539622641509434
TeD4,1,1,1,1,0,1,1,1,M1,0.537239324726912
TeD4,1,1,1,1,0,0,1,1,M1,0.525521350546177
TeD4,1,1,0,0,1,0,1,0,M1,0.503674280039722
TeD4,0,0,1,1,1,1,0,1,M1,0.550744786494538
TeD4,1,0,1,0,0,1,0,0,M1,0.499106256206554
TeD4,0,1,1,1,1,1,1,0,M1,0.510228401191658
TeD4,1,0,1,1,0,1,0,1,M1,0.544587884806356
TeD4,1,0,1,1,1,0,1,1,M1,0.532671300893744
TeD4,0,0,1,1,1,0,1,1,M1,0.532075471698113
TeD4,1,1,0,0,0,0,0,0,M1,0.363654419066534
TeD4,1,1,1,1,0,0,1,0,M1,0.475471698113208
TeD4,1,0,0,1,1,1,1,1,M1,0.539622641509434
TeD4,1,1,1,1,1,1,0,0,M1,0.522740814299901
TeD4,1,0,0,1,1,0,1,1,M1,0.53167825223436
TeD4,1,0,1,0,1,1,1,1,M1,0.525918570009931
TeD4,1,1,0,1,1,1,1,1,M1,0.542005958291956
TeD4,0,0,0,1,0,0,1,1,M1,0.523535253227408
TeD4,1,1,0,0,1,0,1,1,M1,0.535849056603774
TeD4,1,0,0,1,0,0,0,0,M1,0.46395233366435
TeD4,0,1,1,1,1,0,1,1,M1,0.536643495531281
TeD4,1,0,1,1,1,0,0,1,M1,0.513803376365442
TeD4,1,1,0,0,0,0,0,1,M1,0.480238331678252
TeD4,1,0,1,1,0,1,0,0,M1,0.497914597815293
TeD4,1,0,1,0,1,0,1,1,M1,0.543396226415094
TeD4,0,1,1,1,1,1,1,1,M1,0.543197616683217
TeD4,0,1,0,1,1,1,0,0,M1,0.484011916583913
TeD4,1,0,0,0,1,1,1,1,M1,0.541012909632572
TeD4,1,0,1,1,0,0,0,0,M1,0.488778550148957
TeD4,1,0,1,1,1,1,1,0,M1,0.547567030784508
TeD4,1,1,1,0,1,1,1,1,M1,0.521946375372393
TeD4,1,0,1,1,0,1,1,0,M1,0.524528301886793
TeD4,1,0,0,0,0,0,0,1,M1,0.487785501489573
TeD4,0,1,1,0,0,1,1,1,M1,0.529493545183714
TeD4,0,1,1,0,0,0,0,0,M1,0.415491559086395
TeD4,0,0,0,0,0,1,1,0,M1,0.530883813306852
TeD4,1,0,1,1,1,0,0,0,M1,0.498510427010924
TeD4,1,1,1,1,0,1,1,0,M1,0.503872889771599
TeD4,1,1,1,1,1,1,1,1,M1,0.53862959285005
TeD4,1,1,1,1,1,1,1,1,M1,0.540417080436941
TeD4,1,1,1,1,1,1,1,1,M1,0.547169811320755
TeD4,1,1,1,1,1,1,1,1,M1,0.532472691161867
TeD4,1,1,1,1,1,1,1,1,M1,0.532472691161867
TeD5,0,1,0,0,1,0,0,1,M1,0.0570684927915789
TeD5,0,0,1,1,1,0,0,0,M1,0.0536729619457545
TeD5,0,0,1,1,1,1,1,1,M1,0.0574042917591902
TeD5,1,0,1,0,0,1,1,0,M1,0.0554984181475806
TeD5,1,1,0,1,0,0,1,0,M1,0.0472596441440068
TeD5,1,1,1,0,0,0,0,0,M1,0.0424010064876726
TeD5,0,1,0,0,0,0,0,1,M1,0.0502387912047984
TeD5,1,0,1,1,1,1,0,0,M1,0.0528086341656639
TeD5,1,1,1,1,1,0,1,1,M1,0.0520961403179404
TeD5,0,0,1,1,0,1,1,1,M1,0.0541526939778196
TeD5,1,0,1,1,1,1,1,1,M1,0.0539374294723111
TeD5,0,1,0,0,0,1,0,1,M1,0.0539851197340183
TeD5,1,0,1,1,1,0,1,0,M1,0.0528314008325929
TeD5,1,0,1,0,1,1,0,1,M1,0.0550303670348962
TeD5,1,1,1,1,1,1,0,1,M1,0.0523245809679405
TeD5,1,0,1,1,0,0,1,0,M1,0.0527659696891325
TeD5,1,0,0,1,1,0,1,0,M1,0.0519411845046325
TeD5,1,1,1,0,0,1,1,1,M1,0.0496951380168039
TeD5,1,1,0,1,0,0,1,1,M1,0.0529683868046775
TeD5,0,1,0,1,1,0,1,1,M1,0.0549977009431414
TeD5,1,1,1,1,0,0,0,0,M1,0.0472792934061265
TeD5,1,1,1,0,0,0,0,1,M1,0.0527854912410794
TeD5,1,0,1,1,1,1,0,1,M1,0.0515190144858968
TeD5,0,1,0,0,0,0,1,0,M1,0.0476178576782188
TeD5,0,1,0,1,1,1,1,1,M1,0.0518739557854313
TeD5,0,1,1,0,0,1,0,0,M1,0.047377050720412
TeD5,1,0,0,1,1,0,0,1,M1,0.0560853277433471
TeD5,1,1,1,0,1,0,1,1,M1,0.0517922983457915
TeD5,0,1,0,0,0,1,0,0,M1,0.0431807461483856
TeD5,1,0,1,1,0,0,1,1,M1,0.0543375579232692
TeD5,1,1,0,1,1,0,1,1,M1,0.0516604278904414
TeD5,1,1,0,0,1,1,1,1,M1,0.0505106881616874
TeD5,1,1,1,1,1,1,1,0,M1,0.0475670877518664
TeD5,1,0,1,0,1,1,1,0,M1,0.0558831374790891
TeD5,1,0,0,1,1,1,0,0,M1,0.051321208594094
TeD5,1,1,1,0,1,1,0,1,M1,0.0542051157226387
TeD5,1,1,1,1,0,1,1,1,M1,0.0529499062128844
TeD5,1,1,1,1,0,0,1,1,M1,0.0511948054707843
TeD5,1,1,0,0,1,0,1,0,M1,0.0520679281488922
TeD5,0,0,1,1,1,1,0,1,M1,0.0572200883203451
TeD5,1,0,1,0,0,1,0,0,M1,0.0456446455448394
TeD5,0,1,1,1,1,1,1,0,M1,0.0552880397684945
TeD5,1,0,1,1,0,1,0,1,M1,0.0565739559383214
TeD5,1,0,1,1,1,0,1,1,M1,0.0544771627872979
TeD5,0,0,1,1,1,0,1,1,M1,0.0556980821463356
TeD5,1,1,0,0,0,0,0,0,M1,0.0340145047408558
TeD5,1,1,1,1,0,0,1,0,M1,0.0472592445834697
TeD5,1,0,0,1,1,1,1,1,M1,0.055059537512919
TeD5,1,1,1,1,1,1,0,0,M1,0.0499451649586305
TeD5,1,0,0,1,1,0,1,1,M1,0.0527391908420153
TeD5,1,0,1,0,1,1,1,1,M1,0.054764833604435
TeD5,1,1,0,1,1,1,1,1,M1,0.0538961547506633
TeD5,0,0,0,1,0,0,1,1,M1,0.0578296424059329
TeD5,1,1,0,0,1,0,1,1,M1,0.0509637637329732
TeD5,1,0,0,1,0,0,0,0,M1,0.049364942154871
TeD5,0,1,1,1,1,0,1,1,M1,0.0527765842963227
TeD5,1,0,1,1,1,0,0,1,M1,0.0569083919007373
TeD5,1,1,0,0,0,0,0,1,M1,0.0505800147631396
TeD5,1,0,1,1,0,1,0,0,M1,0.0534432336527742
TeD5,1,0,1,0,1,0,1,1,M1,0.057054597167497
TeD5,0,1,1,1,1,1,1,1,M1,0.0551896115408061
TeD5,0,1,0,1,1,1,0,0,M1,0.0530275941456048
TeD5,1,0,0,0,1,1,1,1,M1,0.0558023407266308
TeD5,1,0,1,1,0,0,0,0,M1,0.0500874787774575
TeD5,1,0,1,1,1,1,1,0,M1,0.0523297091653991
TeD5,1,1,1,0,1,1,1,1,M1,0.0531321658429755
TeD5,1,0,1,1,0,1,1,0,M1,0.0533968705793424
TeD5,1,0,0,0,0,0,0,1,M1,0.0499453616820402
TeD5,0,1,1,0,0,1,1,1,M1,0.0514721880556939
TeD5,0,1,1,0,0,0,0,0,M1,0.0430597829153504
TeD5,0,0,0,0,0,1,1,0,M1,0.0520354429111041
TeD5,1,0,1,1,1,0,0,0,M1,0.053544765202723
TeD5,1,1,1,1,0,1,1,0,M1,0.0478376421590412
TeD5,1,1,1,1,1,1,1,1,M1,0.0541713940889065
TeD5,1,1,1,1,1,1,1,1,M1,0.0503347869380186
TeD5,1,1,1,1,1,1,1,1,M1,0.0497078069908879
TeD5,1,1,1,1,1,1,1,1,M1,0.054880698828918
TeD5,1,1,1,1,1,1,1,1,M1,0.0473222445708298
TeD6,0,1,0,0,1,0,0,1,M1,0.616247637610248
TeD6,0,0,1,1,1,0,0,0,M1,0.603621323459244
TeD6,0,0,1,1,1,1,1,1,M1,0.641468505217316
TeD6,1,0,1,0,0,1,1,0,M1,0.663970201240762
TeD6,1,1,0,1,0,0,1,0,M1,0.635833540560903
TeD6,1,1,1,0,0,0,0,0,M1,0.596485871153837
TeD6,0,1,0,0,0,0,0,1,M1,0.612432058574216
TeD6,1,0,1,1,1,1,0,0,M1,0.668766433657014
TeD6,1,1,1,1,1,0,1,1,M1,0.702047347752203
TeD6,0,0,1,1,0,1,1,1,M1,0.639303215210156
TeD6,1,0,1,1,1,1,1,1,M1,0.623083903919578
TeD6,0,1,0,0,0,1,0,1,M1,0.643533321652718
TeD6,1,0,1,1,1,0,1,0,M1,0.64614677382222
TeD6,1,0,1,0,1,1,0,1,M1,0.652768716089578
TeD6,1,1,1,1,1,1,0,1,M1,0.630099531069977
TeD6,1,0,1,1,0,0,1,0,M1,0.635263264309824
TeD6,1,0,0,1,1,0,1,0,M1,0.664775686963256
TeD6,1,1,1,0,0,1,1,1,M1,0.666563764835574
TeD6,1,1,0,1,0,0,1,1,M1,0.65024610613157
TeD6,0,1,0,1,1,0,1,1,M1,0.650441619737036
TeD6,1,1,1,1,0,0,0,0,M1,0.588323255596892
TeD6,1,1,1,0,0,0,0,1,M1,0.607383000815605
TeD6,1,0,1,1,1,1,0,1,M1,0.682296206656014
TeD6,0,1,0,0,0,0,1,0,M1,0.546898965780109
TeD6,0,1,0,1,1,1,1,1,M1,0.704071314879285
TeD6,0,1,1,0,0,1,0,0,M1,0.570910108584346
TeD6,1,0,0,1,1,0,0,1,M1,0.645713737662754
TeD6,1,1,1,0,1,0,1,1,M1,0.672752673003442
TeD6,0,1,0,0,0,1,0,0,M1,0.568629928746729
TeD6,1,0,1,1,0,0,1,1,M1,0.619973103127045
TeD6,1,1,0,1,1,0,1,1,M1,0.679098073434952
TeD6,1,1,0,0,1,1,1,1,M1,0.649494811490773
TeD6,1,1,1,1,1,1,1,0,M1,0.650857919869636
TeD6,1,0,1,0,1,1,1,0,M1,0.638026160968028
TeD6,1,0,0,1,1,1,0,0,M1,0.639671342611903
TeD6,1,1,1,0,1,1,0,1,M1,0.631266049718346
TeD6,1,1,1,1,0,1,1,1,M1,0.624183636013307
TeD6,1,1,1,1,0,0,1,1,M1,0.623488293389661
TeD6,1,1,0,0,1,0,1,0,M1,0.619700451505971
TeD6,0,0,1,1,1,1,0,1,M1,0.641334048876969
TeD6,1,0,1,0,0,1,0,0,M1,0.608323315124689
TeD6,0,1,1,1,1,1,1,0,M1,0.665154162814226
TeD6,1,0,1,1,0,1,0,1,M1,0.646674678219003
TeD6,1,0,1,1,1,0,1,1,M1,0.662980117273242
TeD6,0,0,1,1,1,0,1,1,M1,0.652900375510531
TeD6,1,1,0,0,0,0,0,0,M1,0.501490066535762
TeD6,1,1,1,1,0,0,1,0,M1,0.653340498965819
TeD6,1,0,0,1,1,1,1,1,M1,0.633705241670659
TeD6,1,1,1,1,1,1,0,0,M1,0.621866989569867
TeD6,1,0,0,1,1,0,1,1,M1,0.701279483999206
TeD6,1,0,1,0,1,1,1,1,M1,0.619233906413387
TeD6,1,1,0,1,1,1,1,1,M1,0.646387293985398
TeD6,0,0,0,1,0,0,1,1,M1,0.630387170686524
TeD6,1,1,0,0,1,0,1,1,M1,0.670301975412716
TeD6,1,0,0,1,0,0,0,0,M1,0.611631177639773
TeD6,0,1,1,1,1,0,1,1,M1,0.662635232457057
TeD6,1,0,1,1,1,0,0,1,M1,0.641453617604471
TeD6,1,1,0,0,0,0,0,1,M1,0.614009812302661
TeD6,1,0,1,1,0,1,0,0,M1,0.610777951678531
TeD6,1,0,1,0,1,0,1,1,M1,0.662942187786087
TeD6,0,1,1,1,1,1,1,1,M1,0.622096794222703
TeD6,0,1,0,1,1,1,0,0,M1,0.655568490560365
TeD6,1,0,0,0,1,1,1,1,M1,0.671357883252856
TeD6,1,0,1,1,0,0,0,0,M1,0.611282602765571
TeD6,1,0,1,1,1,1,1,0,M1,0.646544287230156
TeD6,1,1,1,0,1,1,1,1,M1,0.706546346987898
TeD6,1,0,1,1,0,1,1,0,M1,0.655894639671174
TeD6,1,0,0,0,0,0,0,1,M1,0.586165599542194
TeD6,0,1,1,0,0,1,1,1,M1,0.612364281649649
TeD6,0,1,1,0,0,0,0,0,M1,0.531165120622867
TeD6,0,0,0,0,0,1,1,0,M1,0.62217924772198
TeD6,1,0,1,1,1,0,0,0,M1,0.638073843228452
TeD6,1,1,1,1,0,1,1,0,M1,0.609266336901167
TeD6,1,1,1,1,1,1,1,1,M1,0.656722642666122
TeD6,1,1,1,1,1,1,1,1,M1,0.686078828006784
TeD6,1,1,1,1,1,1,1,1,M1,0.691610193594912
TeD6,1,1,1,1,1,1,1,1,M1,0.6131717523867
TeD6,1,1,1,1,1,1,1,1,M1,0.663869466721057
TeD7,0,1,0,0,1,0,0,1,M1,0.366803692824679
TeD7,0,0,1,1,1,0,0,0,M1,0.3139040463037
TeD7,0,0,1,1,1,1,1,1,M1,0.35868072733058
TeD7,1,0,1,0,0,1,1,0,M1,0.144455766161049
TeD7,1,1,0,1,0,0,1,0,M1,0.268876850473474
TeD7,1,1,1,0,0,0,0,0,M1,0.229806368679537
TeD7,0,1,0,0,0,0,0,1,M1,0.19398132899959
TeD7,1,0,1,1,1,1,0,0,M1,0.164697604525619
TeD7,1,1,1,1,1,0,1,1,M1,0.361412551001623
TeD7,0,0,1,1,0,1,1,1,M1,0.295839940048319
TeD7,1,0,1,1,1,1,1,1,M1,0.203397390108002
TeD7,0,1,0,0,0,1,0,1,M1,0.253046131038436
TeD7,1,0,1,1,1,0,1,0,M1,0.19089252012017
TeD7,1,0,1,0,1,1,0,1,M1,0.269646806294369
TeD7,1,1,1,1,1,1,0,1,M1,0.283848980000139
TeD7,1,0,1,1,0,0,1,0,M1,0.179825232074256
TeD7,1,0,0,1,1,0,1,0,M1,0.23531596239755
TeD7,1,1,1,0,0,1,1,1,M1,0.306910128983354
TeD7,1,1,0,1,0,0,1,1,M1,0.27591232898202
TeD7,0,1,0,1,1,0,1,1,M1,0.312868141251427
TeD7,1,1,1,1,0,0,0,0,M1,0.31022061867674
TeD7,1,1,1,0,0,0,0,1,M1,0.172091876140631
TeD7,1,0,1,1,1,1,0,1,M1,0.229375034839312
TeD7,0,1,0,0,0,0,1,0,M1,0.190922293481502
TeD7,0,1,0,1,1,1,1,1,M1,0.281334019728781
TeD7,0,1,1,0,0,1,0,0,M1,0.199462676098719
TeD7,1,0,0,1,1,0,0,1,M1,0.287486362805893
TeD7,1,1,1,0,1,0,1,1,M1,0.342481223581656
TeD7,0,1,0,0,0,1,0,0,M1,0.264449291291812
TeD7,1,0,1,1,0,0,1,1,M1,0.253413715241348
TeD7,1,1,0,1,1,0,1,1,M1,0.29015954485605
TeD7,1,1,0,0,1,1,1,1,M1,0.313902870053574
TeD7,1,1,1,1,1,1,1,0,M1,0.192986447884232
TeD7,1,0,1,0,1,1,1,0,M1,0.281929683365047
TeD7,1,0,0,1,1,1,0,0,M1,0.216414490820903
TeD7,1,1,1,0,1,1,0,1,M1,0.350154465338297
TeD7,1,1,1,1,0,1,1,1,M1,0.272254226849324
TeD7,1,1,1,1,0,0,1,1,M1,0.231959647060629
TeD7,1,1,0,0,1,0,1,0,M1,0.323702948134935
TeD7,0,0,1,1,1,1,0,1,M1,0.353279177112821
TeD7,1,0,1,0,0,1,0,0,M1,0.237249898514897
TeD7,0,1,1,1,1,1,1,0,M1,0.229109877393287
TeD7,1,0,1,1,0,1,0,1,M1,0.229103265746774
TeD7,1,0,1,1,1,0,1,1,M1,0.252693898102219
TeD7,0,0,1,1,1,0,1,1,M1,0.301548598797865
TeD7,1,1,0,0,0,0,0,0,M1,0.160122067791236
TeD7,1,1,1,1,0,0,1,0,M1,0.28775502456607
TeD7,1,0,0,1,1,1,1,1,M1,0.238363345977308
TeD7,1,1,1,1,1,1,0,0,M1,0.217088526926268
TeD7,1,0,0,1,1,0,1,1,M1,0.212774232708752
TeD7,1,0,1,0,1,1,1,1,M1,0.264207793415683
TeD7,1,1,0,1,1,1,1,1,M1,0.248720947912521
TeD7,0,0,0,1,0,0,1,1,M1,0.336671873220282
TeD7,1,1,0,0,1,0,1,1,M1,0.299838377080963
TeD7,1,0,0,1,0,0,0,0,M1,0.18324313144994
TeD7,0,1,1,1,1,0,1,1,M1,0.416718475325027
TeD7,1,0,1,1,1,0,0,1,M1,0.221007295156917
TeD7,1,1,0,0,0,0,0,1,M1,0.293613636691565
TeD7,1,0,1,1,0,1,0,0,M1,0.197998817549402
TeD7,1,0,1,0,1,0,1,1,M1,0.177307745713993
TeD7,0,1,1,1,1,1,1,1,M1,0.221949119089725
TeD7,0,1,0,1,1,1,0,0,M1,0.241924747444369
TeD7,1,0,0,0,1,1,1,1,M1,0.369423033894703
TeD7,1,0,1,1,0,0,0,0,M1,0.164331394257414
TeD7,1,0,1,1,1,1,1,0,M1,0.253526938581673
TeD7,1,1,1,0,1,1,1,1,M1,0.354147878927586
TeD7,1,0,1,1,0,1,1,0,M1,0.121352698695421
TeD7,1,0,0,0,0,0,0,1,M1,0.264196127035686
TeD7,0,1,1,0,0,1,1,1,M1,0.252619171961396
TeD7,0,1,1,0,0,0,0,0,M1,0.24750847702333
TeD7,0,0,0,0,0,1,1,0,M1,0.307337681342213
TeD7,1,0,1,1,1,0,0,0,M1,0.216106178213295
TeD7,1,1,1,1,0,1,1,0,M1,0.308035407147744
TeD7,1,1,1,1,1,1,1,1,M1,0.274026014641957
TeD7,1,1,1,1,1,1,1,1,M1,0.338105410162192
TeD7,1,1,1,1,1,1,1,1,M1,0.262722919741625
TeD7,1,1,1,1,1,1,1,1,M1,0.312983917759299
TeD7,1,1,1,1,1,1,1,1,M1,0.204044332875392
TeD1,1,0,1,1,1,0,1,1,MN,0.751560708630898
TeD1,1,1,1,1,1,1,0,1,MN,0.897927552396392
TeD1,0,1,1,1,1,1,1,1,MN,0.897643101739564
TeD1,1,0,0,1,1,0,1,1,MN,0.746001958447398
TeD1,0,1,0,1,0,0,1,1,MN,0.900260629563292
TeD1,1,1,0,1,1,1,1,1,MN,0.900888914552505
TeD1,0,0,0,0,1,1,1,1,MN,0.755106835666415
TeD1,1,0,1,1,1,1,0,0,MN,0.728284952041331
TeD1,1,0,1,1,1,0,0,1,MN,0.740743291685556
TeD1,0,1,0,1,1,0,1,0,MN,0.900873158889575
TeD1,0,1,0,0,0,0,1,0,MN,0.891142676501297
TeD1,0,0,1,1,1,0,1,1,MN,0.751249222559987
TeD1,1,0,1,1,1,1,1,1,MN,0.754510745372507
TeD1,1,1,1,1,1,0,1,1,MN,0.896721566706971
TeD1,0,0,1,1,1,1,1,1,MN,0.764252323051871
TeD1,0,0,1,1,1,0,1,0,MN,0.743321745546516
TeD1,1,0,1,1,0,0,0,0,MN,0.668385438108061
TeD1,1,0,0,1,1,0,1,0,MN,0.729799867331478
TeD1,1,0,1,0,1,0,1,1,MN,0.76105360866627
TeD1,1,1,1,1,0,1,1,1,MN,0.896744901131256
TeD1,0,0,1,0,1,1,1,1,MN,0.762216987287079
TeD1,0,0,0,1,0,0,1,1,MN,0.734815423313225
TeD1,0,1,0,1,1,1,1,1,MN,0.903523811025919
TeD1,1,0,1,1,1,1,0,1,MN,0.763999990533097
TeD1,1,0,1,1,1,0,1,0,MN,0.753668988054151
TeD1,1,0,1,0,1,1,1,1,MN,0.760474733004216
TeD1,1,0,0,1,1,1,1,1,MN,0.763691276512171
TeD1,0,1,1,0,0,1,0,0,MN,0.893775837541521
TeD1,0,0,1,1,1,1,0,1,MN,0.752773819383983
TeD1,0,0,1,0,1,0,1,1,MN,0.751890430729342
TeD1,1,0,1,1,0,0,1,1,MN,0.722441841624375
TeD1,0,1,1,1,1,0,1,1,MN,0.894664248487331
TeD1,1,1,0,0,1,1,0,0,MN,0.902359472119733
TeD1,0,0,0,0,0,1,1,1,MN,0.74158322224402
TeD1,0,1,0,1,1,1,0,1,MN,0.901779851977933
TeD1,0,0,1,1,1,1,1,0,MN,0.757748718632609
TeD1,1,0,0,1,0,0,0,1,MN,0.707308358614615
TeD1,0,1,1,0,1,0,1,1,MN,0.900567608602694
TeD1,1,1,1,1,1,1,1,0,MN,0.896764856919195
TeD1,0,1,0,0,0,1,0,0,MN,0.900007398546941
TeD1,1,0,1,1,0,1,1,1,MN,0.750990601913162
TeD1,1,0,1,1,1,1,1,0,MN,0.752489108387335
TeD1,1,0,1,1,1,0,0,0,MN,0.722451810552791
TeD1,0,0,0,1,1,0,0,1,MN,0.741862743291378
TeD1,0,1,1,1,1,1,1,0,MN,0.903826650824781
TeD1,1,0,1,0,1,1,1,0,MN,0.756647203600292
TeD1,0,0,0,1,1,0,1,1,MN,0.741297535740877
TeD1,0,0,0,1,0,0,0,1,MN,0.709475438794321
TeD1,0,1,0,0,0,0,0,1,MN,0.889352839651167
TeD1,0,1,1,1,0,1,1,1,MN,0.89821987349996
TeD1,1,0,0,1,1,0,0,1,MN,0.743954598903373
TeD1,1,0,1,0,1,1,0,1,MN,0.757197016955521
TeD1,1,1,1,1,1,0,1,0,MN,0.891441163060649
TeD1,0,0,0,1,1,1,1,1,MN,0.769574619051796
TeD1,0,0,1,1,0,1,1,1,MN,0.749480285884558
TeD1,1,1,1,0,1,1,1,1,MN,0.897609140943001
TeD1,0,1,0,0,0,1,1,1,MN,0.898769309940581
TeD1,0,1,1,0,0,0,0,0,MN,0.887873375697903
TeD1,0,0,0,1,1,1,0,0,MN,0.724206940997449
TeD1,1,1,0,1,1,0,1,1,MN,0.899106733246814
TeD1,1,0,1,0,1,0,1,0,MN,0.737436759352069
TeD1,1,1,0,0,0,0,0,0,MN,0.882585162940976
TeD1,0,0,0,0,0,1,0,1,MN,0.726760646676886
TeD1,0,0,1,0,1,0,0,0,MN,0.694645875605244
TeD1,1,1,1,0,0,0,1,1,MN,0.884325559570046
TeD1,1,1,1,1,1,1,1,1,MN,0.904416621552088
TeD1,1,1,1,1,1,1,1,1,MN,0.896151521099535
TeD1,1,1,1,1,1,1,1,1,MN,0.89730890350351
TeD1,1,1,1,1,1,1,1,1,MN,0.898810727052063
TeD1,1,1,1,1,1,1,1,1,MN,0.900310146793267
TeD2,1,0,1,1,1,0,1,1,MN,0.601321414691022
TeD2,1,1,1,1,1,1,0,1,MN,0.612281383598912
TeD2,0,1,1,1,1,1,1,1,MN,0.596657598134473
TeD2,1,0,0,1,1,0,1,1,MN,0.592304702681695
TeD2,0,1,0,1,0,0,1,1,MN,0.597357170617956
TeD2,1,1,0,1,1,1,1,1,MN,0.598600855033035
TeD2,0,0,0,0,1,1,1,1,MN,0.596268946754761
TeD2,1,0,1,1,1,1,0,0,MN,0.598911776136805
TeD2,1,0,1,1,1,0,0,1,MN,0.605441119315974
TeD2,0,1,0,1,1,0,1,0,MN,0.594403420132141
TeD2,0,1,0,0,0,0,1,0,MN,0.58212203653323
TeD2,0,0,1,1,1,0,1,1,MN,0.594947532063739
TeD2,1,0,1,1,1,1,1,1,MN,0.615701515740381
TeD2,1,1,1,1,1,0,1,1,MN,0.601476875242907
TeD2,0,0,1,1,1,1,1,1,MN,0.585386708122814
TeD2,0,0,1,1,1,0,1,0,MN,0.596735328410416
TeD2,1,0,1,1,0,0,0,0,MN,0.57240575204042
TeD2,1,0,0,1,1,0,1,0,MN,0.595569374271279
TeD2,1,0,1,0,1,0,1,1,MN,0.600699572483482
TeD2,1,1,1,1,0,1,1,1,MN,0.598367664205208
TeD2,0,0,1,0,1,1,1,1,MN,0.588184998056743
TeD2,0,0,0,1,0,0,1,1,MN,0.578779634667703
TeD2,0,1,0,1,1,1,1,1,MN,0.611970462495142
TeD2,1,0,1,1,1,1,0,1,MN,0.599611348620288
TeD2,1,0,1,1,1,0,1,0,MN,0.582666148464827
TeD2,1,0,1,0,1,1,1,1,MN,0.613136416634279
TeD2,1,0,0,1,1,1,1,1,MN,0.606451612903226
TeD2,0,1,1,0,0,1,0,0,MN,0.581422464049747
TeD2,0,0,1,1,1,1,0,1,MN,0.597823552273611
TeD2,0,0,1,0,1,0,1,1,MN,0.593781577924602
TeD2,1,0,1,1,0,0,1,1,MN,0.605985231247571
TeD2,0,1,1,1,1,0,1,1,MN,0.589895064127478
TeD2,1,1,0,0,1,1,0,0,MN,0.583210260396425
TeD2,0,0,0,0,0,1,1,1,MN,0.603497862417412
TeD2,0,1,0,1,1,1,0,1,MN,0.594170229304314
TeD2,0,0,1,1,1,1,1,0,MN,0.599455888068403
TeD2,1,0,0,1,0,0,0,1,MN,0.590750097162845
TeD2,0,1,1,0,1,0,1,1,MN,0.612980956082394
TeD2,1,1,1,1,1,1,1,0,MN,0.59183832102604
TeD2,0,1,0,0,0,1,0,0,MN,0.566575981344734
TeD2,1,0,1,1,0,1,1,1,MN,0.595647104547221
TeD2,1,0,1,1,1,1,1,0,MN,0.601476875242907
TeD2,1,0,1,1,1,0,0,0,MN,0.602642829382044
TeD2,0,0,0,1,1,0,0,1,MN,0.593781577924602
TeD2,0,1,1,1,1,1,1,0,MN,0.603264671589584
TeD2,1,0,1,0,1,1,1,0,MN,0.599533618344345
TeD2,0,0,0,1,1,0,1,1,MN,0.599222697240575
TeD2,0,0,0,1,0,0,0,1,MN,0.587329965021376
TeD2,0,1,0,0,0,0,0,1,MN,0.582977069568597
TeD2,0,1,1,1,0,1,1,1,MN,0.612203653322969
TeD2,1,0,0,1,1,0,0,1,MN,0.597745821997668
TeD2,1,0,1,0,1,1,0,1,MN,0.587174504469491
TeD2,1,1,1,1,1,0,1,0,MN,0.606373882627283
TeD2,0,0,0,1,1,1,1,1,MN,0.590750097162845
TeD2,0,0,1,1,0,1,1,1,MN,0.607151185386708
